,returns
2021-02-19,0.00959708
2021-02-22,-0.005198307
2021-02-23,0.0017242103
2021-02-24,0.0185062
2021-02-25,-0.024515163
2021-02-26,-0.017475123
2021-03-01,0.029528763
2021-03-02,-0.00951254
2021-03-03,-0.013373107
2021-03-04,-0.030670233
2021-03-05,0.020772632
2021-03-08,-0.006918986
2021-03-09,0.030837031
2021-03-10,-0.0041919295
2021-03-11,0.019284204
2021-03-12,-0.0028659222
2021-03-15,0.01906348
2021-03-16,-0.01927847
2021-03-17,0.006032015
2021-03-18,-0.018841432
2021-03-19,0.00848238
2021-03-22,0.011036271
2021-03-23,-0.013509017
2021-03-24,-0.012072433
2021-03-25,0.015854245
2021-03-26,0.02747513
2021-03-29,9.263703e-05
2021-03-30,-0.0063450765
2021-03-31,0.007942553
2021-04-01,0.011990095
2021-04-05,0.030677363
2021-04-06,0.0053260243
2021-04-07,-0.007829556
2021-04-08,0.0042022713
2021-04-09,0.014078304
2021-04-12,-0.016093932
2021-04-13,0.009699015
2021-04-14,-0.015527574
2021-04-15,0.004629169
2021-04-16,-0.0006913822
2021-04-19,-0.011868637
2021-04-20,-0.00064027926
2021-04-21,0.011558635
2021-04-22,-0.0078069
2021-04-23,0.008541386
2021-04-26,-0.0033429973
2021-04-27,0.0019698495
2021-04-28,-0.005519024
2021-04-29,0.0052395854
2021-04-30,-0.017974174
2021-05-03,0.00074802595
2021-05-04,-0.004538078
2021-05-05,0.006249461
2021-05-06,-0.004364218
2021-05-07,0.010133114
2021-05-10,-0.012891245
2021-05-11,0.01262142
2021-05-12,-0.023052305
2021-05-13,0.021027159
2021-05-14,0.02028706
2021-05-17,-0.0032878155
2021-05-18,-0.008137271
2021-05-19,-0.0016010057
2021-05-20,0.004035159
2021-05-21,0.0045986553
2021-05-24,0.0010752452
2021-05-25,-0.008434736
2021-05-26,-0.009831835
2021-05-27,0.0009822496
2021-05-28,-0.0007986892
2021-06-01,-0.0035054213
2021-06-02,-0.0045913234
2021-06-03,-0.007789615
2021-06-04,-0.0037455508
2021-06-07,-0.0046813907
2021-06-08,0.003614877
2021-06-09,0.0036553494
2021-06-10,0.0012141367
2021-06-11,0.0068455115
2021-06-14,0.0028347606
2021-06-15,-0.012085432
2021-06-16,-0.019296348
2021-06-17,-0.012997692
2021-06-18,-0.017251587
2021-06-21,0.011586289
2021-06-22,0.021642957
2021-06-23,-0.003206314
2021-06-24,0.0059944033
2021-06-25,0.019859122
2021-06-28,-0.0039049063
2021-06-29,-0.0068139085
2021-06-30,-0.008235755
2021-07-01,-0.0010331309
2021-07-02,-0.0009025072
2021-07-06,-0.0010485542
2021-07-07,0.0010506453
2021-07-08,-0.01331985
2021-07-09,0.01913963
2021-07-12,-0.005435534
2021-07-13,-0.006343137
2021-07-14,0.00058119174
2021-07-15,-0.003567996
2021-07-16,-0.015924947
2021-07-19,-0.01847435
2021-07-20,0.026349496
2021-07-21,0.006946485
2021-07-22,-0.0053475816
2021-07-23,0.0034626848
2021-07-26,0.006335888
2021-07-27,0.006083333
2021-07-28,0.008805026
2021-07-29,0.0033657225
2021-07-30,-0.0049664634
2021-08-02,-0.0034885088
2021-08-03,-0.012743451
2021-08-04,-0.00981344
2021-08-05,0.0046463837
2021-08-06,0.011177961
2021-08-09,0.014597433
2021-08-10,0.0048603565
2021-08-11,0.00090039894
2021-08-12,-0.0016255123
